item_db[501,"name"] = "Poção Vermelha"
item_db[1318,"name"] = "Tentáculo Afiado"
item_db[1319,"name"] = "Machado TE"
item_db[1351,"name"] = "Machado de Batalha"
item_db[1352,"name"] = "Machado de Batalha"
item_db[1353,"name"] = "Machado de Batalha"
item_db[1354,"name"] = "Marreta"
item_db[1355,"name"] = "Marreta"
item_db[1356,"name"] = "Marreta"
item_db[1357,"name"] = "Demolidor"
item_db[1358,"name"] = "Demolidor"
item_db[1359,"name"] = "Demolidor"
item_db[1360,"name"] = "Machado de Duas Mãos"
item_db[1361,"name"] = "Machado de Duas Mãos"
item_db[1362,"name"] = "Machado de Duas Mãos"
item_db[1363,"name"] = "Machado Sangrento"
item_db[1364,"name"] = "Machado Impetuoso"
item_db[1365,"name"] = "Sabbath"
item_db[1366,"name"] = "Cruz Impiedosa"
item_db[1367,"name"] = "Carniceiro"
item_db[1368,"name"] = "Tacape"
item_db[1369,"name"] = "Guilhotina"
item_db[1370,"name"] = "Machado do Apocalipse"
item_db[1371,"name"] = "Machado do Apocalipse"
item_db[1372,"name"] = "Cruz Impiedosa [A]"
item_db[1375,"name"] = "Bardiche Dentilhado"
item_db[1376,"name"] = "Desolador"
item_db[1377,"name"] = "Fúria do Furacão"
item_db[1379,"name"] = "Machado de Batalha Insana A"
item_db[1380,"name"] = "Machado de Batalha Insana B"
item_db[1381,"name"] = "Machado de Batalha de Iniciante"
item_db[1382,"name"] = "Machado de Duas Mãos Glorioso"
item_db[1383,"name"] = "Machado Celestial"
item_db[1384,"name"] = "Machado Veterano"
item_db[1385,"name"] = "Martelo Quebra-Pedra de Bradium"
item_db[1387,"name"] = "Machado Gigante"
item_db[1391,"name"] = "Machado de 2 Mãos I do Éden"
item_db[1392,"name"] = "Aço Ígneo"
item_db[1393,"name"] = "Sectora Final"
item_db[1394,"name"] = "Machado Aprimorado de Duas Mãos"
item_db[1395,"name"] = "Demolidor de Vellum"
item_db[1396,"name"] = "Guilhotina de Vellum"
item_db[1399,"name"] = "Machado de Duas Mãos TE"
item_db[1400,"name"] = "Pique Sobrenatural"
item_db[1401,"name"] = "Azagaia"
item_db[1402,"name"] = "Azagaia"
item_db[1403,"name"] = "Azagaia"
item_db[1404,"name"] = "Ranseur"
item_db[1405,"name"] = "Ranseur"
item_db[1406,"name"] = "Ranseur"
item_db[1407,"name"] = "Pique"
item_db[1408,"name"] = "Pique"
item_db[1409,"name"] = "Pique"
item_db[1410,"name"] = "Lança"
item_db[1411,"name"] = "Lança"
item_db[1412,"name"] = "Lança"
item_db[1413,"name"] = "Gungnir"
item_db[1414,"name"] = "Gelerdria"
item_db[1415,"name"] = "Broca"
item_db[1416,"name"] = "Tjungkuletti"
item_db[1417,"name"] = "Bardiche"
item_db[1418,"name"] = "Gungnir"
item_db[1419,"name"] = "Bardiche [A]"
item_db[1420,"name"] = "Lança Longa"
item_db[1421,"name"] = "Lança de Gancho"
item_db[1422,"name"] = "Lança de Caça"
item_db[1425,"name"] = "Lança de Assalto"
item_db[1426,"name"] = "Lança Gloriosa"
item_db[1433,"name"] = "Lança Imperial"
item_db[1434,"name"] = "Lança I do Grupo Éden"
item_db[1435,"name"] = "Lança-canhão"
item_db[1436,"name"] = "Lança de Vellum"
item_db[1437,"name"] = "Pique TE"
item_db[1438,"name"] = "Lança de Cinzas"
item_db[1443,"name"] = "Pique Rubi"
item_db[1449,"name"] = "Gelerdria"
item_db[1450,"name"] = "Arpão Sobrenatural"
item_db[1451,"name"] = "Guisarme"
item_db[1452,"name"] = "Guisarme"
item_db[1453,"name"] = "Guisarme"
item_db[1454,"name"] = "Glaive"
item_db[1455,"name"] = "Glaive"
item_db[1456,"name"] = "Glaive"
item_db[1457,"name"] = "Guerrilheira"
item_db[1458,"name"] = "Guerrilheira"
item_db[1459,"name"] = "Guerrilheira"
item_db[1460,"name"] = "Tridente"
item_db[1461,"name"] = "Tridente"
item_db[1462,"name"] = "Tridente"
item_db[1463,"name"] = "Alabarda"
item_db[1464,"name"] = "Alabarda"
item_db[1465,"name"] = "Alabarda"
item_db[1466,"name"] = "Foice"
item_db[1467,"name"] = "Guisarme-Bico"
item_db[1468,"name"] = "Zéfiro"
item_db[1469,"name"] = "Lança de Longiness"
item_db[1470,"name"] = "Brionac"
item_db[1471,"name"] = "Fogo Infernal"
item_db[1472,"name"] = "Cajado Cabalístico"
item_db[1473,"name"] = "Cajado Esfíngico"
item_db[1474,"name"] = "Gae Bolg"
item_db[1475,"name"] = "Lança Eqüestre"
item_db[1476,"name"] = "Foice"
item_db[1477,"name"] = "Lança Espectral"
item_db[1478,"name"] = "Ahlspiess"
item_db[1479,"name"] = "Lança Espectral"
item_db[1480,"name"] = "Gae Bolg"
item_db[1481,"name"] = "Zéfiro"
item_db[1482,"name"] = "Lança de Assalto de Duas Mãos"
item_db[1483,"name"] = "Lança de Marfim"
item_db[1484,"name"] = "Pilares"
item_db[1485,"name"] = "Tridente de Batalha"
item_db[1486,"name"] = "Lança de Duas Mãos Gloriosa"
item_db[1489,"name"] = "Agulhão"
item_db[1490,"name"] = "Lança Gigante"
item_db[1491,"name"] = "Lança Aprimorada de Duas Mãos"
item_db[1492,"name"] = "Glaive de Vellum"
item_db[1494,"name"] = "Lança das Ondas"
item_db[1495,"name"] = "Lança TE"
item_db[1496,"name"] = "Lança Dupla de Cinzas"
item_db[1498,"name"] = "Lança Rubi"
item_db[1501,"name"] = "Clava"
item_db[1502,"name"] = "Clava"
item_db[1503,"name"] = "Clava"
item_db[1504,"name"] = "Maça"
item_db[1505,"name"] = "Maça"
item_db[1506,"name"] = "Maça"
item_db[1507,"name"] = "Esmagador"
item_db[1508,"name"] = "Esmagador"
item_db[1509,"name"] = "Esmagador"
item_db[1510,"name"] = "Mangual"
item_db[1511,"name"] = "Mangual"
item_db[1512,"name"] = "Mangual"
item_db[1513,"name"] = "Maça de Guerra"
item_db[1514,"name"] = "Maça de Guerra"
item_db[1515,"name"] = "Maça de Guerra"
item_db[1516,"name"] = "Maça Espada"
item_db[1517,"name"] = "Maça Espada"
item_db[1518,"name"] = "Maça Espada"
item_db[1519,"name"] = "Mangual Pesado"
item_db[1520,"name"] = "Mangual Pesado"
item_db[1521,"name"] = "Mangual Pesado"
item_db[1522,"name"] = "Atordoador"
item_db[1523,"name"] = "Clava com Espetos"
item_db[1524,"name"] = "Maça de Ouro"
item_db[1525,"name"] = "Maça Longa"
item_db[1526,"name"] = "Maça de Talho"
item_db[1527,"name"] = "Quatrilho"
item_db[1528,"name"] = "Grande Cruz"
item_db[1529,"name"] = "Taco"
item_db[1530,"name"] = "Mjollnir"
item_db[1531,"name"] = "Chave Inglesa"
item_db[1532,"name"] = "Atordoador"
item_db[1535,"name"] = "Martelo de Forja de Hollgrehenn"
item_db[1538,"name"] = "Clava com Espetos"
item_db[1539,"name"] = "Maça de Ouro"
item_db[1540,"name"] = "Grande Cruz"
item_db[1541,"name"] = "Nêmesis"
item_db[1542,"name"] = "Maça de Campo de Batalha A"
item_db[1543,"name"] = "Maça de Campo de Batalha B"
item_db[1544,"name"] = "Frigideira Lunar"
item_db[1545,"name"] = "Maça de Iniciante"
item_db[1546,"name"] = "Maça de Guerra Gloriosa"
item_db[1548,"name"] = "Martelo Veterano"
item_db[1549,"name"] = "Bate-Estacas"
item_db[1550,"name"] = "Livro"
item_db[1551,"name"] = "Bíblia"
item_db[1552,"name"] = "Tábula"
item_db[1553,"name"] = "Livro das Ondas"
item_db[1554,"name"] = "Livro da Mãe Terra"
item_db[1555,"name"] = "Livro do Sol Ardente"
item_db[1556,"name"] = "Livro do Golpe de Vento"
item_db[1557,"name"] = "Livro do Apocalipse"
item_db[1558,"name"] = "Diário de Menina"
item_db[1559,"name"] = "Herança do Dragão"
item_db[1560,"name"] = "Diário do Sábio"
item_db[1561,"name"] = "Livro Capa Dura"
item_db[1562,"name"] = "Diário de Campo de Batalha"
item_db[1563,"name"] = "Diário do Sábio [A]"
item_db[1564,"name"] = "Enciclopédia"
item_db[1565,"name"] = "Death Note"
item_db[1568,"name"] = "Livro das Ondas"
item_db[1569,"name"] = "Livro da Mãe Terra"
item_db[1570,"name"] = "Livro do Sol Ardente"
item_db[1571,"name"] = "Livro do Golpe de Vento"
item_db[1572,"name"] = "Princípios da Magia"
item_db[1573,"name"] = "Magia Antiga"
item_db[1574,"name"] = "Livro de Estratégia de Batalha A"
item_db[1575,"name"] = "Livro de Estratégia de Batalha B"
item_db[1576,"name"] = "Tábula Gloriosa"
item_db[1577,"name"] = "Livro do Apocalipse Glorioso"
item_db[1583,"name"] = "Dicionário I do Grupo Éden"
item_db[1584,"name"] = "Livro de Feitiços do Frio"
item_db[1585,"name"] = "Livro Aprimorado"
item_db[1586,"name"] = "Bíblia de Vellum"
item_db[1587,"name"] = "Enciclopédia de Vellum"
item_db[1590,"name"] = "Compêndio de Criaturas"
item_db[1591,"name"] = "Livro TE"
item_db[1599,"name"] = "Angra Mainyu"
item_db[1600,"name"] = "Cajado Sobrenatural"
item_db[1601,"name"] = "Bastão"
item_db[1602,"name"] = "Bastão"
item_db[1603,"name"] = "Bastão"
item_db[1604,"name"] = "Vareta"
item_db[1605,"name"] = "Vareta"
item_db[1606,"name"] = "Vareta"
item_db[1607,"name"] = "Cajado"
item_db[1608,"name"] = "Cajado"
item_db[1609,"name"] = "Cajado"
item_db[1610,"name"] = "Cetro"
item_db[1611,"name"] = "Cetro"
item_db[1612,"name"] = "Vara Mestra"
item_db[1613,"name"] = "Cajado do Poder"
item_db[1614,"name"] = "Bastão Xamista"
item_db[1615,"name"] = "Bastão Arcano"
item_db[1616,"name"] = "Cajado do Vento"
item_db[1617,"name"] = "Bastão do Sobrevivente"
item_db[1618,"name"] = "Bastão do Sobrevivente"
item_db[1619,"name"] = "Bastão do Sobrevivente"
item_db[1620,"name"] = "Bastão do Sobrevivente"
item_db[1621,"name"] = "Cajado do Hipnotizador"
item_db[1622,"name"] = "Cajado do Hipnotizador"
item_db[1623,"name"] = "Cajado do Poder [A]"
item_db[1624,"name"] = "Cajado do Feiticeiro"
item_db[1625,"name"] = "Cajado Restaurador"
item_db[1626,"name"] = "Cajado Perfurador"
item_db[1629,"name"] = "Cajado do Cavalheiro"
item_db[1630,"name"] = "Liberação da Sabedoria"
item_db[1631,"name"] = "Vara Sagrada"
item_db[1632,"name"] = "Varinha Mágica do Feiticeiro"
item_db[1633,"name"] = "Varinha de Batalha do Feiticeiro"
item_db[1634,"name"] = "Varinha da Recuperação Forte"
item_db[1635,"name"] = "Varinha da Recuperação Rápida"
item_db[1636,"name"] = "Cajado de Espinhos da Escuridão"
item_db[1637,"name"] = "Apaga-Mentes"
item_db[1639,"name"] = "Cajado de Iniciante"
item_db[1640,"name"] = "Cetro Glorioso"
item_db[1641,"name"] = "Varinha Gloriosa de Cura"
item_db[1643,"name"] = "Cajado da Árvore Morta"
item_db[1646,"name"] = "Bastão de Lágrimas"
item_db[1647,"name"] = "Cajado da Cruz"
item_db[1648,"name"] = "Cajado do Maestro"
item_db[1649,"name"] = "Cajado dos Esplêndidos"
item_db[1650,"name"] = "Cajado Valhalla Iniciante"
item_db[1651,"name"] = "Cajado Valhalla Intermediário"
item_db[1654,"name"] = "Cajado Mental"
item_db[1657,"name"] = "Cajado da Afeição"
item_db[1658,"name"] = "Cajado III do Grupo Éden"
item_db[1659,"name"] = "Luz da Recuperação"
item_db[1660,"name"] = "Cajado da Afeição Fortalecido"
item_db[1661,"name"] = "Destruidora Mental"
item_db[1664,"name"] = "Cajado de Espinhos da Escuridão"
item_db[1666,"name"] = "Cajado Restaurador"
item_db[1667,"name"] = "Cajado TE"
item_db[1668,"name"] = "Bengala"
item_db[1669,"name"] = "Cajado de Cinzas"
item_db[1670,"name"] = "Cajado Memorável do RWC"
item_db[1671,"name"] = "Cajado Esconjurante"
item_db[1675,"name"] = "Cajado do Cavalheiro"
item_db[1676,"name"] = "Cajado Demoníaco"
item_db[1679,"name"] = "Cajado dos Esplêndidos"
item_db[1680,"name"] = "Varinha Rubi"
item_db[1682,"name"] = "Cajado da Magia Oculta"
item_db[1701,"name"] = "Arco"
item_db[1702,"name"] = "Arco"
item_db[1703,"name"] = "Arco"
item_db[1704,"name"] = "Arco Composto"
item_db[1705,"name"] = "Arco Composto"
item_db[1706,"name"] = "Arco Composto"
item_db[1707,"name"] = "Arco Grande"
item_db[1708,"name"] = "Arco Grande"
item_db[1709,"name"] = "Arco Grande"
item_db[1710,"name"] = "Besta"
item_db[1711,"name"] = "Besta"
item_db[1712,"name"] = "Besta"
item_db[1713,"name"] = "Arbaleste"
item_db[1714,"name"] = "Gakkung"
item_db[1715,"name"] = "Arbaleste"
item_db[1716,"name"] = "Gakkung"
item_db[1718,"name"] = "Arco de Caça"
item_db[1719,"name"] = "Arco Voraz"
item_db[1720,"name"] = "Arco de Rudra"
item_db[1721,"name"] = "Besta de Repetição"
item_db[1722,"name"] = "Balista"
item_db[1723,"name"] = "Arco de Luna"
item_db[1724,"name"] = "Asa de Dragão"
item_db[1725,"name"] = "Arco do Menestrel"
item_db[1726,"name"] = "Arco de Caça"
item_db[1727,"name"] = "Balista"
item_db[1728,"name"] = "Balista [A]"
item_db[1730,"name"] = "Arco Incendiário"
item_db[1731,"name"] = "Arco Glacial"
item_db[1732,"name"] = "Arco da Terra"
item_db[1733,"name"] = "Arco do Vendaval"
item_db[1734,"name"] = "Arco de Orc"
item_db[1735,"name"] = "±ï±Ã"
item_db[1736,"name"] = "Amarra Dupla"
item_db[1737,"name"] = "Asas de Ixion"
item_db[1738,"name"] = "Besta de Batalha A"
item_db[1739,"name"] = "Besta de Batalha B"
item_db[1740,"name"] = "Arco de Nepenthes"
item_db[1741,"name"] = "Mentiroso Maldito"
item_db[1742,"name"] = "Arco Composto de Iniciante"
item_db[1743,"name"] = "Arco de Caça Glorioso"
item_db[1745,"name"] = "Assalto do Falcão"
item_db[1746,"name"] = "Arco Élfico"
item_db[1747,"name"] = "Arco Valhalla Iniciante"
item_db[1748,"name"] = "Arco Valhalla Intermediário"
item_db[1750,"name"] = "Flecha"
item_db[1751,"name"] = "Flecha de Prata"
item_db[1752,"name"] = "Flecha de Fogo"
item_db[1753,"name"] = "Flecha de Aço"
item_db[1754,"name"] = "Flecha de Cristal"
item_db[1755,"name"] = "Flecha de Vento"
item_db[1756,"name"] = "Flecha de Pedra"
item_db[1757,"name"] = "Flecha Incorpórea"
item_db[1758,"name"] = "Flecha Atordoante"
item_db[1759,"name"] = "Flecha Congelante"
item_db[1760,"name"] = "Flecha Luminosa"
item_db[1761,"name"] = "Flecha Amaldiçoada"
item_db[1762,"name"] = "Flecha Enferrujada"
item_db[1763,"name"] = "Flecha Envenenada"
item_db[1764,"name"] = "Flecha Afiada"
item_db[1765,"name"] = "Flecha de Oridecon"
item_db[1766,"name"] = "Flecha Dissipadora do Mal"
item_db[1767,"name"] = "Flecha Sombria"
item_db[1768,"name"] = "Flecha Sonífera"
item_db[1769,"name"] = "Flecha Emudecedora"
item_db[1770,"name"] = "Flecha de Ferro"
item_db[1771,"name"] = "Faca Envenenada"
item_db[1772,"name"] = "Flecha Sagrada"
item_db[1773,"name"] = "Flecha Élfica"
item_db[1774,"name"] = "Flecha de Caça"
item_db[1775,"name"] = "Flecha de Cerco S"
item_db[1776,"name"] = "Flecha de Cerco A"
item_db[1800,"name"] = "Punho Sobrenatural"
item_db[1801,"name"] = "Waghnak"
item_db[1802,"name"] = "Waghnak"
item_db[1803,"name"] = "Soqueira"
item_db[1804,"name"] = "Soqueira"
item_db[1805,"name"] = "Soco Inglês"
item_db[1806,"name"] = "Soco Inglês"
item_db[1807,"name"] = "Punho"
item_db[1808,"name"] = "Punho"
item_db[1809,"name"] = "Garra"
item_db[1810,"name"] = "Garra"
item_db[1811,"name"] = "Dedos Afiados"
item_db[1812,"name"] = "Dedos Afiados"
item_db[1813,"name"] = "Punho do Kaiser"
item_db[1814,"name"] = "Fúria Insana"
item_db[1815,"name"] = "Garra de Hatii"
item_db[1816,"name"] = "Fúria Insana"
item_db[1817,"name"] = "Punho do Kaiser [A]"
item_db[1818,"name"] = "Punho de Magma"
item_db[1819,"name"] = "Punho Gélido"
item_db[1820,"name"] = "Punho Voltaico"
item_db[1821,"name"] = "Punho Sísmico"
item_db[1822,"name"] = "Luva de Combo"
item_db[1823,"name"] = "Punho de Batalha A"
item_db[1824,"name"] = "Punho de Batalha B"
item_db[1825,"name"] = "Espírito do Leão da Montanha"
item_db[1826,"name"] = "Garra Gloriosa"
item_db[1827,"name"] = "Punho Glorioso"
item_db[1830,"name"] = "Punho Violento"
item_db[1831,"name"] = "Garra I do Grupo Éden"
item_db[1832,"name"] = "Garra de Vellum"
item_db[1834,"name"] = "Punho TE"
item_db[1836,"name"] = "Punho de Cinzas"
item_db[1837,"name"] = "Garra de Ferro"
item_db[1839,"name"] = "Garra Rubi"
item_db[1841,"name"] = "Garra Prismática"
item_db[1847,"name"] = "Garra Ancestral"
item_db[1900,"name"] = "Violino Sobrenatural"
item_db[1901,"name"] = "Violino"
item_db[1902,"name"] = "Violino"
item_db[1903,"name"] = "Bandolin"
item_db[1904,"name"] = "Bandolin"
item_db[1905,"name"] = "Alaúde"
item_db[1906,"name"] = "Alaúde"
item_db[1907,"name"] = "Violão"
item_db[1908,"name"] = "Violão"
item_db[1909,"name"] = "Harpa"
item_db[1910,"name"] = "Harpa"
item_db[1911,"name"] = "Gumoongoh"
item_db[1912,"name"] = "Gumoongoh"
item_db[1913,"name"] = "Guitarra Elétrica"
item_db[1914,"name"] = "Violão da Paixão Ardente"
item_db[1915,"name"] = "Violão do Solitário"
item_db[1916,"name"] = "Violão da Mãe Terra"
item_db[1917,"name"] = "Violão da Brisa Gentil"
item_db[1918,"name"] = "Alaúde Oriental"
item_db[1919,"name"] = "Contra-Baixo"
item_db[1920,"name"] = "Guitarra Frenética"
item_db[1922,"name"] = "Alaúde Oriental"
item_db[1923,"name"] = "Guitarra de Batalha A"
item_db[1924,"name"] = "Guitarra de Batalha B"
item_db[1925,"name"] = "Violoncelo"
item_db[1926,"name"] = "Harpa de Nepenthes"
item_db[1927,"name"] = "Guitarra Gloriosa"
item_db[1930,"name"] = "Flauta de Raiz"
item_db[1931,"name"] = "Guitarra I do Grupo Éden"
item_db[1932,"name"] = "Violão TE"
item_db[1933,"name"] = "Violino de Cinzas"
item_db[1934,"name"] = "Contrabaixo"
item_db[1935,"name"] = "Ukulele do Novo Oz"
item_db[1939,"name"] = "Violino Rubi"
item_db[1950,"name"] = "Cordel"
item_db[1951,"name"] = "Cordel"
item_db[1952,"name"] = "Cordame"
item_db[1953,"name"] = "Cordame"
item_db[1954,"name"] = "Açoite"
item_db[1955,"name"] = "Açoite"
item_db[1956,"name"] = "Azorrague"
item_db[1957,"name"] = "Azorrague"
item_db[1958,"name"] = "Chibata"
item_db[1959,"name"] = "Chibata"
item_db[1960,"name"] = "Chicote"
item_db[1961,"name"] = "Chicote"
item_db[1962,"name"] = "Serpente"
item_db[1963,"name"] = "Rosa Fustigante"
item_db[1964,"name"] = "Chemeti"
item_db[1965,"name"] = "Chicote da Labareda Vermelha"
item_db[1966,"name"] = "Chicote de Gelo"
item_db[1967,"name"] = "Chicote de Gaia"
item_db[1968,"name"] = "Corda de Pular"
item_db[1969,"name"] = "Chicote Lâmina"
item_db[1970,"name"] = "Chicote da Rainha"
item_db[1971,"name"] = "Fio Elétrico"
item_db[1972,"name"] = "Enguia Elétrica"
item_db[1973,"name"] = "Botas da Bruxa do Mar"
item_db[1974,"name"] = "Chicote de Cenoura"
item_db[1976,"name"] = "Chicote da Rainha"
item_db[1977,"name"] = "Serpente de Batalha A"
item_db[1978,"name"] = "Serpente de Batalha B"
item_db[1979,"name"] = "Caule de Nepenthes"
item_db[1980,"name"] = "Chicote do Desequilíbrio"
item_db[1981,"name"] = "Chicote Glorioso"
item_db[1984,"name"] = "Chicote de Raiz"
item_db[1985,"name"] = "Chicote Caule de Rosa"
item_db[1986,"name"] = "Chicote I do Grupo Éden"
item_db[1987,"name"] = "Chicote TE"
item_db[1988,"name"] = "Chicote de Cinzas"
item_db[1989,"name"] = "Fita Rítmica"
item_db[1990,"name"] = "Microfone Floral de Igu"
item_db[1993,"name"] = "Concertina de Arame"
item_db[1995,"name"] = "Chicote Rubi"
item_db[1996,"name"] = "Chicote Sobrenatural"
item_db[2000,"name"] = "Bastão da Destruição"
item_db[2001,"name"] = "Cruz Divina"
item_db[2002,"name"] = "Cajado Glorioso da Destruição"
item_db[2004,"name"] = "Kronos"
item_db[2005,"name"] = "Cajado Dea"
item_db[2007,"name"] = "Cajado do Açoite de Ouro"
item_db[2008,"name"] = "Cajado Aquático"
item_db[2009,"name"] = "Cajado Vermelho"
item_db[2010,"name"] = "Cajado Florestal"
item_db[2011,"name"] = "Cajado do Açoite de Ouro Fortalecido"
item_db[2012,"name"] = "Cajado Aquático Fortalecido"
item_db[2013,"name"] = "Cajado Vermelho Fortalecido"
item_db[2014,"name"] = "Cajado Florestal Fortalecido"
item_db[2015,"name"] = "Cajado Aprimorado"
item_db[2016,"name"] = "Cetro de Vellum"
item_db[2019,"name"] = "Cajado de Duas Mãos TE"
item_db[2020,"name"] = "Jormungand"
item_db[2021,"name"] = "Ganbantein"
item_db[2022,"name"] = "Cajado de Geffen"
item_db[2023,"name"] = "Cajado Duplo de Cinzas"
item_db[2025,"name"] = "Cetro Rubi"
item_db[2026,"name"] = "Cetro Sobrenatural"
item_db[2027,"name"] = "Jovem Girassol"
item_db[2047,"name"] = "Cajado da Bruxa"
item_db[2048,"name"] = "Cetro Ancestral"
